1;300;696
2;697;1077
3;1078;1487
4;1488;1942
5;1943;2008
5;2010;2104
5;2106;2177
5;2179;2250
6;2252;2333
6;2335;2389
6;2397;2460
6;2472;2532
6;2545;2603
6;2616;2677
7;2688;3084
8;3085;3207
8;3277;3405
8;3558;3690
9;3735;3883
9;3946;4103
10;4285;4417
10;4499;4641
11;4834;5048
11;5115;5286
12;5555;5689
13;5857;6001
13;6003;6131
14;6132;6509
15;6510;6750
16;6788;7041
16;7080;7256
14;7380;7440
17;8076;8170
17;8172;8298
17;8300;8438
18;8440;8666
18;8668;8844
19;8846;9121
19;9176;9394
20;9454;9708
20;9768;9905
