1;963;1312
2;1345;1735
3;1735;2115
4;2150;2561
5;2567;2619
5;2627;2688
5;2706;2768
5;2785;2844
5;2856;2908
6;2925;2976
6;2982;3026
6;3041;3093
6;3102;3146
6;3159;3205
6;3213;3255
6;3292;3326
7;3336;3729
8;3745;3797
8;3912;3989
8;4078;4154
8;4295;4322
9;4380;4434
9;4577;4669
10;4978;5078
10;5151;5361
11;5550;5669
11;5781;5880
12;6190;6342
13;6650;6692
14;6803;7171
15;7186;7311
15;7359;7493
16;7541;7741
16;7794;7903
17;8688;8738
17;8771;8853
17;8903;9002
18;9141;9204
18;9277;9324
19;9513;9604
19;9818;9949
20;10138;10323
20;10422;10479
