1;640;1070
2;1070;1345
3;1372;1760
5;1853;1890
5;1906;1945
5;1955;1981
5;1998;2043
5;2073;2127
5;2280;2315
5;2354;2389
6;2449;2482
6;2599;2693
6;2749;2800
6;2850;2880
7;2979;3357
8;3376;3422
8;3512;3580
8;3693;3762
8;3858;3892
9;4018;4070
9;4190;4266
9;4361;4413
10;4581;4655
10;4769;4830
10;4972;5014
11;5196;5282
11;5404;5443
11;5608;5664
11;5833;5877
12;6590;6725
13;6918;7006
13;7075;7130
14;7174;7519
15;7635;7693
15;7817;7862
16;8028;8088
16;8205;8265
17;9263;9334
17;9405;9473
17;9553;9639
18;9737;9818
18;9856;9962
19;10126;10203
19;10359;10413
20;10745;10806
20;11026;11054
