1;286;654
2;663;1074
3;1099;1456
4;1550;1876
5;1904;1972
5;1976;2028
5;2050;2093
5;2117;2168
5;2216;2255
6;2270;2314
6;2326;2368
6;2378;2418
6;2441;2486
6;2501;2551
6;2577;2625
7;3018;3107
8;3155;3206
8;3463;3509
9;3715;3767
9;3977;4026
10;4281;4330
10;4590;4636
11;4881;4934
11;5150;5195
12;5565;5668
13;5868;5933
13;5987;6048
14;6117;6545
15;6550;6673
16;6845;7026
16;7158;7249
17;7697;7911
17;7999;8110
18;8231;8423
18;8460;8593
19;8781;8932
19;9049;9215
20;9330;9526
