1;360;736
2;752;1137
3;1163;1538
4;1574;1952
5;1982;2027
5;2049;2091
5;2115;2161
5;2192;2232
5;2262;2307
6;2349;2388
6;2411;2450
6;2468;2517
6;2530;2567
6;2596;2634
6;2663;2712
7;2760;3143
8;3185;3238
8;3400;3468
9;3795;3858
9;4033;4085
10;4363;4419
10;4637;4689
11;5003;5063
11;5278;5326
12;5621;5748
13;5956;6019
13;6048;6137
14;6207;6600
15;6624;6726
16;6977;7083
17;8067;8162
17;8178;8266
17;8821;8406
18;8442;8584
18;8614;8735
19;8829;9039
19;9177;9326
20;9476;9629
