1;134;581
2;582;964
3;965;1382
4;1383;1807
5;1808;1915
5;1916;1962
5;1975;2015
5;2023;2058
5;2065;2108
5;2122;2115
5;2116;2153
6;2162;2200
6;2210;2240
6;2244;2283
6;2297;2331
6;2333;2375
6;2390;2428
6;2435;2468
6;2470;2505
6;2507;2552
7;2596;2991
8;2992;3058
8;3137;3189
8;3263;3299
8;3373;3414
8;3491;3557
9;3630;3712
9;3822;3890
9;4035;4185
10;4238;4306
10;4443;4525
11;4773;4865
11;4977;5055
11;5220;5297
12;5442;5590
13;5766;5841
13;5860;5935
13;5944;6040
14;6091;6427
15;6528;6601
15;6711;6789
16;6954;7026
