1;0;1203
2;1214;1609
3;1613;2009
4;2082;2432
5;2448;2483
5;2503;2535
5;2543;2579
5;2604;2633
5;2649;2694
5;2701;2738
5;2751;2786
6;2811;2842
6;2855;2889
6;2908;2941
6;2950;2990
6;3005;3042
6;3048;3092
6;3104;3140
6;3151;3188
7;3237;3608
8;3628;3672
8;3729;3773
8;3845;3878
8;3945;3988
8;4159;4190
9;4251;4291
9;4367;4427
9;4496;4549
9;4664;4710
10;4830;4872
10;4982;5021
10;5188;5240
11;5456;5507
11;5643;5692
11;5783;5831
11;5999;6040
12;6074;6211
13;6443;6476
13;6516;6573
14;6646;7053
15;7116;7184
15;7308;7382
16;7491;7589
16;7666;7738
17;8663;8724
17;8782;8832
17;8751;8821
18;9016;9090
18;9152;9217
18;9284;9368
19;9455;9570
19;9767;9891
20;10044;10138
20;10303;10388
