1;161;215
1;381;744
2;745;1143
3;1144;1540
4;1541;1957
5;1974;2001
5;2002;2029
5;2031;2056
5;2071;2094
5;2094;2111
5;2113;2141
5;2142;2160
5;2170;2198
5;2200;2226
5;2230;2253
5;2255;2278
5;2280;2304
5;2306;2331
6;2341;2388
6;2390;2412
6;2414;2424
6;2426;2456
6;2456;2480
6;2482;2498
6;2500;2532
6;2546;2570
6;2576;2606
6;2611;2636
6;2651;2675
6;2677;2704
6;2708;2736
7;2752;3141
8;3164;3230
8;3426;3501
9;3784;3846
9;4002;4062
10;4357;4437
10;4623;4699
11;4966;5037
11;5235;5315
12;5614;5736
13;5999;6053
13;6057;6118
13;6122;6186
14;6205;6527
15;6612;6677
15;6860;6952
16;7085;7157
13;7290;7343
14;7359;7432
