1;413;752
2;752;1168
3;1168;1565
4;1565;1981
5;1981;2065
5;2071;2139
5;2146;2221
5;2238;2306
6;2363;2437
6;2450;2518
6;2536;2606
6;2619;2689
6;2708;2773
6;2797;2875
6;3005;3065
6;3076;3159
6;3165;3233
7;3293;3719
8;3719;3815
8;3900;4015
8;4099;4188
9;4340;4470
9;4552;4686
9;4762;4879
10;5112;5205
10;5359;5476
11;5705;5802
11;5949;6044
11;6203;6290
12;6364;6495
13;6772;6868
14;6870;7365
15;7413;7519
16;7790;7896
16;7996;8065
17;8884;8964
17;8998;9093
17;9141;9225
18;9335;9389
18;9465;9533
18;9610;9675
19;9744;9855
19;9963;10065
19;10237;10347
20;10893;10978
20;11133;11238
