1;1688;2059
2;2082;2450
3;2467;2584
4;2590;2852
4;2885;3265
5;3270;3365
5;3388;3445
5;3462;3521
5;3558;3612
6;3637;3716
6;3742;3784
6;3839;3886
6;3925;3970
6;4004;4048
7;4082;4460
8;4473;4640
8;4783;4864
8;5017;5070
9;5184;5260
9;5402;5469
10;5699;5777
10;5943;6013
11;6203;6261
11;6399;6443
11;6729;6771
12;6964;7106
13;7340;7394
13;7429;7489
14;7532;7865
15;7941;8026
15;8225;8293
16;8420;8487
16;8622;8735
17;9652;9718
17;9803;9872
18;10035;10106
18;10133;10191
18;10276;10319
19;10441;10545
19;10751;10892
20;11105;11176
20;11357;11461
