1;0;255
1;420;752
2;753;1156
3;1157;1577
4;1578;1969
5;1978;2018
5;2051;2090
5;2107;2143
5;2152;2193
5;2211;2254
5;2272;2309
6;2367;2402
6;2419;2492
6;2507;2541
6;2554;2588
6;2602;2645
6;2663;2694
6;2731;2767
7;2764;3168
8;3169;3237
8;3355;3418
9;3776;3846
9;4041;4093
10;4389;4455
10;4676;4738
11;4959;5021
11;5197;5258
12;5626;5765
13;5998;6053
13;6112;6168
14;6227;6560
15;6630;6714
15;6861;6944
16;7139;7207
18;8188;8249
17;8336;8365
17;8438;8490
18;8701;8740
18;8886;8938
19;9078;9187
19;9373;9465
20;9693;9780
20;9989;10077
