1;909;1248
2;1249;1582
3;1583;2019
5;2617;2668
5;2684;2718
5;2741;2774
5;2798;2835
5;2864;2895
5;2927;2968
6;3012;3051
6;3072;3113
6;3130;3172
6;3189;3232
6;3244;3282
6;3294;3336
6;3346;3386
7;3387;3792
8;3860;3945
8;4110;4199
9;4482;4542
9;4743;4808
9;4949;5000
10;5088;5169
10;5347;5441
11;5665;5749
11;5918;6005
12;6251;6424
13;6581;6646
13;6706;6767
14;6791;7236
15;7293;7395
15;7540;7619
16;7753;7875
14;8012;8097
17;9082;9139
17;9216;9285
17;9315;9422
18;9511;9579
18;9643;9713
19;9912;10065
19;10253;10394
20;10539;10659
18;10799;10837
