1;325;692
3;692;1505
4;1505;2476
5;2510;2560
5;2597;2651
5;2693;2739
5;2758;2807
6;2863;2916
6;2925;2975
6;2999;3051
6;3061;3115
6;3186;3257
7;3263;3665
8;3680;3733
8;3825;3891
8;3982;4055
8;4192;4252
9;4343;4406
9;4489;4560
9;4668;4760
10;4908;5005
10;5093;5165
10;5264;5330
11;5465;5553
11;5650;5708
11;5841;5917
11;6039;6094
12;6238;6284
13;6490;6558
13;6622;6686
14;6730;7132
15;7187;7261
15;7380;7431
16;7558;7623
16;7729;7790
17;8590;8671
17;8752;8828
17;8879;8925
18;9024;9080
18;9115;9162
18;9197;9239
19;9401;9509
19;9608;9727
19;9853;9933
20;10047;10126
20;10228;10321
20;10415;10502
20;10705;10819
