1;236;649
2;665;1053
3;1065;1472
4;1494;1873
5;1884;1930
5;1954;1993
5;2019;2054
5;2077;2113
5;2141;2177
5;2210;2244
6;2284;2316
6;2354;2391
6;2425;2460
6;2496;2525
6;2576;2607
6;2630;2664
7;2681;3069
8;3081;3125
8;3229;3266
8;3360;3402
8;3501;3544
9;3692;3730
9;3824;3869
9;3982;4027
9;4147;4192
10;4279;4325
10;4425;4467
10;4570;4612
10;4725;4768
11;4904;4954
11;5071;5117
11;5226;5273
11;5382;5425
12;5539;5675
13;5870;5922
13;5995;6064
13;6342;6397
14;6123;6313
15;6489;6614
15;6489;6786
16;6912;7005
16;7069;7169
17;7987;8076
17;8112;8209
17;8245;8332
19;8405;8566
19;8626;8772
19;8860;9016
19;9074;9218
20;9378;9505
20;9588;9716
