1;409;780
2;781;1186
3;1187;1589
4;1590;2004
5;2005;2048
5;2050;2086
5;2091;2132
5;2137;2171
5;2181;2219
5;2230;2265
5;2291;2319
6;2390;2424
6;2429;2452
6;2461;2497
6;2509;2546
6;2564;2595
6;2610;2649
6;2710;2745
7;2810;3200
8;3201;3270
8;3391;3450
9;3800;3861
9;4028;4104
10;4438;4517
10;4623;4713
11;5013;5109
11;5224;5310
12;5641;5818
13;6180;6219
14;6228;6661
15;6709;6802
15;6890;6986
16;7115;7178
16;7271;7367
17;8069;8158
17;8188;8274
18;8512;8633
18;8696;8792
19;8908;9031
19;9172;9280
20;9555;9648
20;9793;9865
