1;681;1036
2;1050;1446
3;1456;1842
4;1882;2245
5;2288;2327
5;2365;2406
5;2435;2474
5;2517;2556
5;2592;2647
5;2692;2727
5;2795;2833
5;2871;2920
5;2942;2979
5;3015;3059
5;3092;3135
5;3165;3302
6;3556;3596
6;3640;3690
6;3749;3801
6;3870;3923
7;4011;4335
8;4354;4422
8;4607;4661
9;5187;5238
9;5431;5483
10;5762;5827
10;6016;6064
11;6373;6447
11;6647;6706
12;7015;7164
13;7385;7474
13;7506;7603
14;7647;8011
15;8027;8152
15;8269;8347
16;8522;8649
17;9480;9571
17;9603;9684
17;9724;9790
18;9616;10042
18;10075;10237
18;10320;10493
19;10588;10720
19;10869;11040
20;11197;11337
