1;491;857
2;857;1249
3;1249;1670
4;1670;2079
5;2186;2237
5;2287;2328
5;2385;2419
6;2475;2507
6;2541;2593
6;2628;2663
6;2708;2741
6;2796;2831
7;2922;3289
8;3302;3402
8;3492;3599
8;3690;3783
9;3943;4010
9;4171;4246
9;4402;4486
10;4587;4661
10;4815;4877
11;5100;5205
11;5343;5407
12;5735;5887
13;6119;6178
13;6228;6299
14;6344;6746
15;6828;6940
15;7060;7146
16;7300;7404
17;8603;8671
17;8705;8757
17;8794;8857
17;8893;8950
18;9061;9106
18;9169;9192
18;9260;9332
19;9500;9577
19;9705;9798
20;10056;10140
20;10292;10376
