1;374;723
2;776;1134
3;1155;1521
4;1583;1946
5;1972;2026
5;2032;2082
5;2096;2146
5;2175;2225
5;2242;2294
6;2344;2381
6;2382;2422
6;2424;2465
6;2469;2509
6;2512;2559
6;2560;2594
6;2603;2642
6;2650;2686
6;2696;2736
7;2774;3135
8;3310;3348
8;3432;3491
8;3571;3630
9;3811;3860
9;3980;4025
9;4142;4190
10;4376;4406
10;4531;4566
10;4718;4759
10;4899;4942
11;5010;5054
11;5209;5254
11;5406;5455
12;5647;5753
13;5936;6013
13;6096;6202
14;6210;6407
15;6423;6671
15;6826;6949
16;7028;7137
16;7225;7331
17;8144;8298
18;8539;8710
18;8728;8867
19;8897;9054
20;9515;9613
